artist_id,artist_name,country,region,collaborator_id,collaborator_name,collab_country,collab_region,collaboration_count,year
02db0d07-0e75-4b88-adfe-6c89c888939f,Siobhán McCarthy,IE,Europe,ca988753-6879-416a-a9f4-9653d28c3fa2,Neal Wright,GB,Europe,1,1999
15a86867-ff15-4fd3-96f6-444e87ad44f5,Louise Plowright,GB,Europe,ca988753-6879-416a-a9f4-9653d28c3fa2,Neal Wright,GB,Europe,1,1999
8611a977-1f16-43fd-b2a3-4b845709f87b,Jenny Galloway,GB,Europe,ca988753-6879-416a-a9f4-9653d28c3fa2,Neal Wright,GB,Europe,1,1999
57ee3189-2ccf-4e0a-9337-dbbfb2b3798a,Hilton McRae,GB,Europe,7174db41-d6d6-4b1d-a4f5-6447d05584a7,Lisa Stokke,NO,Europe,1,1999
7174db41-d6d6-4b1d-a4f5-6447d05584a7,Lisa Stokke,NO,Europe,fa54b1ad-a9ae-4237-bdbb-4d1e4ba542eb,Paul Clarkson,GB,Europe,1,1999
7174db41-d6d6-4b1d-a4f5-6447d05584a7,Lisa Stokke,NO,Europe,d9818e0c-6b21-4794-9df4-8e21a2b88031,Nicolas Colicos,GB,Europe,1,1999
57ee3189-2ccf-4e0a-9337-dbbfb2b3798a,Hilton McRae,GB,Europe,fa54b1ad-a9ae-4237-bdbb-4d1e4ba542eb,Paul Clarkson,GB,Europe,1,1999
57ee3189-2ccf-4e0a-9337-dbbfb2b3798a,Hilton McRae,GB,Europe,d9818e0c-6b21-4794-9df4-8e21a2b88031,Nicolas Colicos,GB,Europe,1,1999
d9818e0c-6b21-4794-9df4-8e21a2b88031,Nicolas Colicos,GB,Europe,fa54b1ad-a9ae-4237-bdbb-4d1e4ba542eb,Paul Clarkson,GB,Europe,1,1999
10ccb5d8-f9d5-4954-9441-3419b522a214,Olivia Newton‐John,AU,Oceania,94f4c61e-5cf3-4cba-ab3e-9bd5be99f6ab,John Travolta,US,North America,1,1999
45d91b0a-27b2-426b-abab-046fdd9ee575,Miho Hatori,US,North America,f65498b7-5c06-4bb5-801d-885595fc8bcc,The 6ths,US,North America,1,2000
63db856e-9e58-451d-a30f-e5f17930905c,Katharine Whalen,US,North America,f65498b7-5c06-4bb5-801d-885595fc8bcc,The 6ths,US,North America,1,2000
331fb5f2-5330-4e46-b5ef-e39c8fa6bbd0,Sarah Cracknell,GB,Europe,f65498b7-5c06-4bb5-801d-885595fc8bcc,The 6ths,US,North America,1,2000
d7f5305a-15fc-4af4-a61b-f6f45510cc8f,Bob Mould,US,North America,f65498b7-5c06-4bb5-801d-885595fc8bcc,The 6ths,US,North America,1,2000
00ce2ec6-5ccb-4dc3-ac89-08779926d2b3,David Sanborn,US,North America,bf0f7e29-dfe1-416c-b5c6-f9ebc19ea810,Bee Gees,GB,Europe,1,2000
63af50c3-aa30-444d-be95-b156c1547fc9,Nana,GB,Europe,cc05a3f5-7cb6-4471-819a-ded21bfcee87,Architechs,GB,Europe,1,2000
96744cfc-e79e-400d-b279-b53be1151e32,Kim Frank,DE,Europe,bc83c715-1a38-4faa-9cd9-af403aee2166,Oceana,DE,Europe,1,2000
4e4ff1f0-ea24-4160-a136-eafde70cd5ed,Hot Club de Norvège,NO,Europe,f2f0bc81-b257-4ed4-b4e9-b38ab393619a,Ola Kvernberg,NO,Europe,1,2000
4e4ff1f0-ea24-4160-a136-eafde70cd5ed,Hot Club de Norvège,NO,Europe,a940ec87-921f-4cd0-8c9e-9b83c521a09e,Jimmy Rosenberg,NL,Europe,1,2000
a940ec87-921f-4cd0-8c9e-9b83c521a09e,Jimmy Rosenberg,NL,Europe,f2f0bc81-b257-4ed4-b4e9-b38ab393619a,Ola Kvernberg,NO,Europe,1,2000
e98209e4-27d2-43ed-95e9-b99248c106a8,Johnny and His Cellar Rockers,NL,Europe,ed380943-e6d5-4f04-bd38-8701a0632eee,Trea Dobbs,NL,Europe,1,2000
a29af465-f0a1-4ebe-b05b-1991e07a2e69,Diego Modena,AR,Latin America,abd167b3-754c-4546-a5bb-cb8da2567cb6,Jean‐Philippe Audin,FR,Europe,1,2000
456eabce-d1dd-4481-a206-36ab4f2eaeb8,Herbert Grönemeyer,DE,Europe,542c12a0-b304-47cf-b09f-23f27228ae4d,NDR Radiophilharmonie,DE,Europe,1,2000
